Gender,Education,Years_of_Professional_Experience,Region,Employment_Type,Area_of_Expertise,Annual_Salary,bonus
Male,Master's Degree,8,Oslo,konsulent,fullstack,1035000.00,No
Male,Below Bachelor's,8,Oslo,konsulent,fullstack,1040000.00,Yes
Male,Below Bachelor's,8,Oslo,konsulent,fullstack,1050000.00,No
Male,No Education,8,Oslo,"in-house, privat sektor",fullstack,1050000.00,Yes
Male,Higher than Master's,8,Oslo,konsulent,fullstack,1100000.00,Yes
Male,Master's Degree,8,Oslo,konsulent,fullstack,1150000.00,Yes
Male,Below Bachelor's,8,Oslo,"in-house, privat sektor",fullstack,1200000.00,Yes
Male,Below Bachelor's,8,Oslo,konsulent,fullstack,1300000.00,Yes
Male,Master's Degree,8,Oslo,konsulent,fullstack,1350000.00,No
Male,Below Bachelor's,8,Oslo,"in-house, privat sektor",fullstack,1600000.00,No
Female,Higher than Master's,7,Oslo,"in-house, privat sektor",fullstack,720000.00,No
Female,Master's Degree,7,Oslo,konsulent,fullstack,1000000.00,No
Male,Bachelor's Degree,7,Oslo,frilans / selvstendig næringsdrivende,fullstack,600000.00,No
Male,Below Bachelor's,7,Oslo,"in-house, privat sektor",fullstack,710000.00,No
Male,Master's Degree,7,Oslo,"in-house, privat sektor",fullstack,725000.00,No
Male,Bachelor's Degree,7,Oslo,"in-house, privat sektor",fullstack,750000.00,No
Male,Below Bachelor's,7,Oslo,"in-house, privat sektor",fullstack,750000.00,No
Male,Higher than Master's,7,Oslo,"in-house, offentlig/kommunal sektor",fullstack,796000.00,No
Male,Below Bachelor's,7,Oslo,"in-house, privat sektor",fullstack,820000.00,No
Male,Master's Degree,7,Oslo,"in-house, privat sektor",fullstack,937000.00,No
Male,Below Bachelor's,7,Oslo,"in-house, privat sektor",fullstack,950000.00,Yes
Male,No Education,7,Oslo,"in-house, privat sektor",fullstack,950000.00,Yes
Male,Below Bachelor's,7,Oslo,"in-house, privat sektor",fullstack,950000.00,No
Male,Below Bachelor's,7,Oslo,konsulent,fullstack,975000.00,No
Male,Master's Degree,7,Oslo,konsulent,fullstack,1050000.00,Yes
Male,Below Bachelor's,7,Oslo,"in-house, privat sektor",fullstack,1050000.00,No
Male,Master's Degree,7,Oslo,konsulent,fullstack,1200000.00,No
Male,Bachelor's Degree,7,Oslo,konsulent,fullstack,1500000.00,Yes
Female,Below Bachelor's,6,Oslo,konsulent,fullstack,678000.00,No
Female,No Education,6,Oslo,konsulent,fullstack,980000.00,No
Female,Master's Degree,6,Oslo,konsulent,fullstack,1000000.00,No
Male,Below Bachelor's,6,Oslo,"in-house, privat sektor",fullstack,750000.00,Yes
Male,Below Bachelor's,6,Oslo,"in-house, privat sektor",fullstack,750000.00,No
Male,Below Bachelor's,6,Oslo,"in-house, privat sektor",fullstack,800000.00,No
Male,Below Bachelor's,6,Oslo,"in-house, privat sektor",fullstack,800000.00,No
Male,Below Bachelor's,6,Oslo,"in-house, offentlig/kommunal sektor",fullstack,820000.00,No
Male,Master's Degree,6,Oslo,konsulent,fullstack,845000.00,No
Male,Below Bachelor's,6,Oslo,konsulent,fullstack,858000.00,No
Male,Master's Degree,6,Oslo,"in-house, privat sektor",fullstack,890000.00,No
Male,No Education,6,Oslo,"in-house, privat sektor",fullstack,900000.00,Yes
Male,Master's Degree,6,Oslo,konsulent,fullstack,930000.00,No
Male,Master's Degree,6,Oslo,konsulent,fullstack,930000.00,Yes
Male,Master's Degree,6,Oslo,konsulent,fullstack,935000.00,No
Male,Master's Degree,6,Oslo,"in-house, privat sektor",fullstack,945000.00,No
Male,Master's Degree,6,Oslo,konsulent,fullstack,950000.00,No
Male,Master's Degree,6,Oslo,konsulent,fullstack,950000.00,No
Male,Master's Degree,6,Oslo,konsulent,fullstack,960000.00,Yes
Male,Master's Degree,6,Oslo,konsulent,fullstack,1000000.00,Yes
Male,Below Bachelor's,6,Oslo,konsulent,fullstack,1000000.00,Yes
Male,Below Bachelor's,6,Oslo,"in-house, privat sektor",fullstack,1030000.00,Yes
Male,Bachelor's Degree,6,Oslo,konsulent,fullstack,1050000.00,No
Male,Master's Degree,6,Oslo,"in-house, privat sektor",fullstack,1050000.00,No
Male,Master's Degree,6,Oslo,konsulent,fullstack,1100000.00,No
Male,Master's Degree,6,Oslo,konsulent,fullstack,1100000.00,No
Male,Bachelor's Degree,6,Oslo,konsulent,fullstack,1200000.00,No
Male,Below Bachelor's,6,Oslo,konsulent,fullstack,1300000.00,Yes
Male,Below Bachelor's,6,Oslo,konsulent,fullstack,1350000.00,No
Male,No Education,6,Oslo,frilans / selvstendig næringsdrivende,fullstack,1800000.00,No
Female,Master's Degree,5,Oslo,"in-house, offentlig/kommunal sektor",fullstack,810000.00,No
Female,Below Bachelor's,5,Oslo,"in-house, offentlig/kommunal sektor",fullstack,840000.00,No
Female,Master's Degree,5,Oslo,konsulent,fullstack,875000.00,No
Female,Master's Degree,5,Oslo,konsulent,fullstack,875000.00,No
Female,Master's Degree,5,Oslo,konsulent,fullstack,885000.00,No
Female,Master's Degree,5,Oslo,konsulent,fullstack,900000.00,Yes
Female,Master's Degree,5,Oslo,konsulent,fullstack,1250000.00,Yes
Male,Below Bachelor's,5,Oslo,"in-house, privat sektor",fullstack,625000.00,No
Male,Below Bachelor's,5,Oslo,konsulent,fullstack,650000.00,No
Male,No Education,5,Oslo,"in-house, privat sektor",fullstack,674000.00,Yes
Male,No Education,5,Oslo,konsulent,fullstack,700000.00,No
Male,Master's Degree,5,Oslo,"in-house, offentlig/kommunal sektor",fullstack,730000.00,Yes
Male,Higher than Master's,5,Oslo,"in-house, privat sektor",fullstack,730000.00,No
Male,Below Bachelor's,5,Oslo,konsulent,fullstack,750000.00,Yes
Male,Bachelor's Degree,5,Oslo,"in-house, privat sektor",fullstack,750000.00,No
Male,Master's Degree,5,Oslo,konsulent,fullstack,770000.00,No
Male,Higher than Master's,5,Oslo,konsulent,fullstack,790000.00,No
Male,Master's Degree,5,Oslo,"in-house, privat sektor",fullstack,800000.00,Yes
Male,Bachelor's Degree,5,Oslo,"in-house, privat sektor",fullstack,800000.00,No
Male,Master's Degree,5,Oslo,"in-house, privat sektor",fullstack,800000.00,No
Male,Below Bachelor's,5,Oslo,"in-house, privat sektor",fullstack,802000.00,No
Male,Master's Degree,5,Oslo,"in-house, privat sektor",fullstack,817000.00,No
Male,Master's Degree,5,Oslo,"in-house, privat sektor",fullstack,830000.00,No
Male,No Education,5,Oslo,"in-house, privat sektor",fullstack,830000.00,Yes
Male,Below Bachelor's,5,Oslo,konsulent,fullstack,860000.00,No
Male,Master's Degree,5,Oslo,konsulent,fullstack,870000.00,No
Male,Master's Degree,5,Oslo,"in-house, privat sektor",fullstack,870000.00,No
Male,Below Bachelor's,5,Oslo,"in-house, privat sektor",fullstack,870000.00,No
Male,Below Bachelor's,5,Oslo,konsulent,fullstack,870000.00,Yes
Male,Master's Degree,5,Oslo,konsulent,fullstack,875000.00,No
Male,Higher than Master's,5,Oslo,"in-house, privat sektor",fullstack,890000.00,No
Male,Master's Degree,5,Oslo,"in-house, offentlig/kommunal sektor",fullstack,900000.00,No
Male,Higher than Master's,5,Oslo,"in-house, privat sektor",fullstack,900000.00,No
Male,Below Bachelor's,5,Oslo,"in-house, offentlig/kommunal sektor",fullstack,900000.00,No
Male,Bachelor's Degree,5,Oslo,konsulent,fullstack,900000.00,Yes
Male,Master's Degree,5,Oslo,"in-house, privat sektor",fullstack,920000.00,No
Male,Master's Degree,5,Oslo,"in-house, privat sektor",fullstack,930000.00,No
Male,Master's Degree,5,Oslo,konsulent,fullstack,935000.00,No
Male,Master's Degree,5,Oslo,konsulent,fullstack,935000.00,Yes
Male,Master's Degree,5,Oslo,konsulent,fullstack,945000.00,Yes
Male,Below Bachelor's,5,Oslo,"in-house, privat sektor",fullstack,1000000.00,No
Male,Master's Degree,5,Oslo,konsulent,fullstack,1000000.00,No
Male,Higher than Master's,5,Oslo,konsulent,fullstack,1000000.00,No
Male,Below Bachelor's,5,Oslo,"in-house, privat sektor",fullstack,1070000.00,No
Male,Master's Degree,5,Oslo,"in-house, privat sektor",fullstack,1100000.00,No
Male,Master's Degree,5,Oslo,konsulent,fullstack,1100000.00,Yes
Male,Below Bachelor's,5,Oslo,konsulent,fullstack,1200000.00,No
Male,Below Bachelor's,5,Oslo,"in-house, privat sektor",fullstack,1200000.00,Yes
Male,Master's Degree,5,Oslo,konsulent,fullstack,1350000.00,Yes
Male,Master's Degree,5,Oslo,frilans / selvstendig næringsdrivende,fullstack,1500000.00,No
Female,Below Bachelor's,4,Oslo,"in-house, offentlig/kommunal sektor",fullstack,680000.00,No
Female,Master's Degree,4,Oslo,konsulent,fullstack,830000.00,No
Female,Master's Degree,4,Oslo,konsulent,fullstack,950000.00,No
Female,Master's Degree,4,Oslo,konsulent,fullstack,1100000.00,Yes
Male,Below Bachelor's,4,Oslo,konsulent,fullstack,660000.00,No
Male,Bachelor's Degree,4,Oslo,konsulent,fullstack,660000.00,Yes
Male,Below Bachelor's,4,Oslo,"in-house, offentlig/kommunal sektor",fullstack,670000.00,Yes
Male,Below Bachelor's,4,Oslo,konsulent,fullstack,700000.00,No
Male,Below Bachelor's,4,Oslo,"in-house, offentlig/kommunal sektor",fullstack,708000.00,No
Male,Master's Degree,4,Oslo,"in-house, privat sektor",fullstack,720000.00,Yes
Male,Below Bachelor's,4,Oslo,"in-house, privat sektor",fullstack,720000.00,No
Male,Below Bachelor's,4,Oslo,"in-house, privat sektor",fullstack,750000.00,No
Male,Master's Degree,4,Oslo,"in-house, offentlig/kommunal sektor",fullstack,750000.00,No
Male,Master's Degree,4,Oslo,konsulent,fullstack,750000.00,Yes
Male,Higher than Master's,4,Oslo,"in-house, privat sektor",fullstack,750000.00,No
Male,Below Bachelor's,4,Oslo,konsulent,fullstack,751000.00,No
Male,Below Bachelor's,4,Oslo,"in-house, offentlig/kommunal sektor",fullstack,759000.00,No
Male,Master's Degree,4,Oslo,konsulent,fullstack,760000.00,No
Male,Below Bachelor's,4,Oslo,"in-house, privat sektor",fullstack,760000.00,Yes
Male,Below Bachelor's,4,Oslo,konsulent,fullstack,760000.00,Yes
Male,Below Bachelor's,4,Oslo,"in-house, privat sektor",fullstack,780000.00,Yes
Male,Master's Degree,4,Oslo,konsulent,fullstack,790000.00,No
Male,Below Bachelor's,4,Oslo,"in-house, privat sektor",fullstack,800000.00,No
Male,Below Bachelor's,4,Oslo,"in-house, privat sektor",fullstack,800000.00,No
Male,Higher than Master's,4,Oslo,"in-house, privat sektor",fullstack,800000.00,No
Male,Master's Degree,4,Oslo,konsulent,fullstack,800000.00,No
Male,Below Bachelor's,4,Oslo,"in-house, privat sektor",fullstack,800000.00,No
Male,Master's Degree,4,Oslo,konsulent,fullstack,825000.00,No
Male,Master's Degree,4,Oslo,konsulent,fullstack,830000.00,No
Male,Master's Degree,4,Oslo,konsulent,fullstack,830000.00,No
Male,Master's Degree,4,Oslo,konsulent,fullstack,850000.00,No
Male,Below Bachelor's,4,Oslo,konsulent,fullstack,860000.00,No
Male,Higher than Master's,4,Oslo,"in-house, privat sektor",fullstack,865000.00,No
Male,Master's Degree,4,Oslo,konsulent,fullstack,885000.00,Yes
Male,Master's Degree,4,Oslo,"in-house, privat sektor",fullstack,893000.00,No
Male,Below Bachelor's,4,Oslo,konsulent,fullstack,900000.00,Yes
Male,Master's Degree,4,Oslo,konsulent,fullstack,900000.00,Yes
Male,No Education,4,Oslo,"in-house, offentlig/kommunal sektor",fullstack,949000.00,No
Male,Master's Degree,4,Oslo,"in-house, privat sektor",fullstack,1000000.00,No
Male,Below Bachelor's,4,Oslo,konsulent,fullstack,1000000.00,Yes
Male,Master's Degree,4,Oslo,konsulent,fullstack,1000000.00,No
Male,Higher than Master's,4,Oslo,konsulent,fullstack,1000000.00,Yes
Male,Master's Degree,4,Oslo,"in-house, privat sektor",fullstack,1004000.00,Yes
Male,Master's Degree,4,Oslo,"in-house, offentlig/kommunal sektor",fullstack,1100000.00,Yes
Male,Master's Degree,4,Oslo,konsulent,fullstack,1150000.00,Yes
Male,Below Bachelor's,4,Oslo,konsulent,fullstack,1170000.00,No
Male,Bachelor's Degree,4,Oslo,konsulent,fullstack,1300000.00,No
Male,Master's Degree,4,Oslo,"in-house, privat sektor",fullstack,1400000.00,Yes
Female,Master's Degree,3,Oslo,konsulent,fullstack,670000.00,No
Female,Below Bachelor's,3,Oslo,"in-house, privat sektor",fullstack,700000.00,No
Female,Below Bachelor's,3,Oslo,"in-house, privat sektor",fullstack,730000.00,No
Female,Master's Degree,3,Oslo,"in-house, offentlig/kommunal sektor",fullstack,745000.00,No
Female,Below Bachelor's,3,Oslo,"in-house, privat sektor",fullstack,747000.00,No
Female,Below Bachelor's,3,Oslo,"in-house, privat sektor",fullstack,780000.00,No
Female,Master's Degree,3,Oslo,konsulent,fullstack,800000.00,Yes
Female,Master's Degree,3,Oslo,konsulent,fullstack,800000.00,No
Female,Below Bachelor's,3,Oslo,konsulent,fullstack,850000.00,Yes
Male,Below Bachelor's,3,Oslo,"in-house, privat sektor",fullstack,480000.00,No
Male,Below Bachelor's,3,Oslo,"in-house, privat sektor",fullstack,570000.00,Yes
Male,Below Bachelor's,3,Oslo,konsulent,fullstack,590000.00,No
Male,Below Bachelor's,3,Oslo,konsulent,fullstack,600000.00,No
Male,Below Bachelor's,3,Oslo,"in-house, privat sektor",fullstack,600000.00,No
Male,No Education,3,Oslo,konsulent,fullstack,660000.00,Yes
Male,Below Bachelor's,3,Oslo,konsulent,fullstack,690000.00,No
Male,Master's Degree,3,Oslo,konsulent,fullstack,695000.00,No
Male,Below Bachelor's,3,Oslo,"in-house, privat sektor",fullstack,700000.00,No
Male,Bachelor's Degree,3,Oslo,"in-house, offentlig/kommunal sektor",fullstack,700000.00,Yes
Male,Master's Degree,3,Oslo,"in-house, privat sektor",fullstack,700000.00,No
Male,Master's Degree,3,Oslo,konsulent,fullstack,709000.00,No
Male,Master's Degree,3,Oslo,"in-house, privat sektor",fullstack,720000.00,No
Male,Below Bachelor's,3,Oslo,konsulent,fullstack,741155.00,No
Male,Master's Degree,3,Oslo,konsulent,fullstack,750000.00,Yes
Male,Below Bachelor's,3,Oslo,"in-house, privat sektor",fullstack,750000.00,Yes
Male,Master's Degree,3,Oslo,"in-house, privat sektor",fullstack,750000.00,No
Male,Below Bachelor's,3,Oslo,konsulent,fullstack,759000.00,No
Male,Master's Degree,3,Oslo,konsulent,fullstack,765000.00,No
Male,Master's Degree,3,Oslo,konsulent,fullstack,770000.00,No
Male,Below Bachelor's,3,Oslo,konsulent,fullstack,780000.00,Yes
Male,Master's Degree,3,Oslo,"in-house, offentlig/kommunal sektor",fullstack,785000.00,No
Male,Master's Degree,3,Oslo,konsulent,fullstack,800000.00,No
Male,Master's Degree,3,Oslo,konsulent,fullstack,800000.00,Yes
Male,Below Bachelor's,3,Oslo,"in-house, privat sektor",fullstack,800000.00,No
Male,Master's Degree,3,Oslo,konsulent,fullstack,820000.00,No
Male,Master's Degree,3,Oslo,konsulent,fullstack,820000.00,No
Male,Bachelor's Degree,3,Oslo,konsulent,fullstack,830000.00,Yes
Male,Below Bachelor's,3,Oslo,konsulent,fullstack,840000.00,Yes
Male,Master's Degree,3,Oslo,konsulent,fullstack,885000.00,Yes
Male,Master's Degree,3,Oslo,konsulent,fullstack,885000.00,Yes
Male,No Education,3,Oslo,"in-house, privat sektor",fullstack,900000.00,No
Male,Below Bachelor's,3,Oslo,konsulent,fullstack,900000.00,Yes
Male,Master's Degree,3,Oslo,"in-house, privat sektor",fullstack,920000.00,Yes
Male,Below Bachelor's,3,Oslo,"in-house, privat sektor",fullstack,950000.00,No
Male,Master's Degree,3,Oslo,"in-house, privat sektor",fullstack,950000.00,No
Male,No Education,3,Oslo,"in-house, privat sektor",fullstack,1020000.00,No
Male,Master's Degree,3,Oslo,konsulent,fullstack,1200000.00,Yes
Male,Below Bachelor's,3,Oslo,konsulent,fullstack,1300000.00,Yes
Male,Below Bachelor's,3,Oslo,konsulent,fullstack,1500000.00,Yes
Female,No Education,2,Oslo,"in-house, offentlig/kommunal sektor",fullstack,500000.00,No
Female,Below Bachelor's,2,Oslo,konsulent,fullstack,626000.00,No
Female,Below Bachelor's,2,Oslo,konsulent,fullstack,670000.00,No
Female,Master's Degree,2,Oslo,konsulent,fullstack,675000.00,No
Female,Master's Degree,2,Oslo,konsulent,fullstack,675000.00,No
Female,Master's Degree,2,Oslo,konsulent,fullstack,675000.00,No
Female,Higher than Master's,2,Oslo,"in-house, privat sektor",fullstack,680000.00,No
Female,Master's Degree,2,Oslo,konsulent,fullstack,683000.00,No
Female,Below Bachelor's,2,Oslo,"in-house, privat sektor",fullstack,700000.00,Yes
Female,Master's Degree,2,Oslo,konsulent,fullstack,712000.00,No
Female,Master's Degree,2,Oslo,konsulent,fullstack,730000.00,Yes
Female,Below Bachelor's,2,Oslo,konsulent,fullstack,735000.00,No
Female,Below Bachelor's,2,Oslo,"in-house, privat sektor",fullstack,820000.00,Yes
Female,Master's Degree,2,Oslo,konsulent,fullstack,850000.00,Yes
Male,Below Bachelor's,2,Oslo,"in-house, privat sektor",fullstack,540000.00,No
Male,Below Bachelor's,2,Oslo,"in-house, privat sektor",fullstack,550000.00,Yes
Male,Below Bachelor's,2,Oslo,konsulent,fullstack,570000.00,No
Male,Below Bachelor's,2,Oslo,"in-house, offentlig/kommunal sektor",fullstack,593500.00,No
Male,Below Bachelor's,2,Oslo,"in-house, privat sektor",fullstack,600000.00,Yes
Male,Below Bachelor's,2,Oslo,"in-house, privat sektor",fullstack,604000.00,No
Male,Below Bachelor's,2,Oslo,"in-house, privat sektor",fullstack,615000.00,No
Male,Below Bachelor's,2,Oslo,"in-house, privat sektor",fullstack,620000.00,Yes
Male,No Education,2,Oslo,"in-house, privat sektor",fullstack,625000.00,No
Male,Below Bachelor's,2,Oslo,"in-house, privat sektor",fullstack,630000.00,No
Male,Below Bachelor's,2,Oslo,konsulent,fullstack,640000.00,Yes
Male,Below Bachelor's,2,Oslo,"in-house, offentlig/kommunal sektor",fullstack,640000.00,No
Male,Below Bachelor's,2,Oslo,konsulent,fullstack,645000.00,No
Male,Below Bachelor's,2,Oslo,"in-house, privat sektor",fullstack,650000.00,No
Male,Below Bachelor's,2,Oslo,konsulent,fullstack,650000.00,No
Male,Master's Degree,2,Oslo,konsulent,fullstack,652000.00,Yes
Male,Master's Degree,2,Oslo,konsulent,fullstack,670000.00,No
Male,Master's Degree,2,Oslo,"in-house, privat sektor",fullstack,670000.00,No
Male,Master's Degree,2,Oslo,konsulent,fullstack,670000.00,No
Male,Below Bachelor's,2,Oslo,konsulent,fullstack,673000.00,No
Male,Below Bachelor's,2,Oslo,konsulent,fullstack,675000.00,Yes
Male,Master's Degree,2,Oslo,konsulent,fullstack,675000.00,No
Male,Master's Degree,2,Oslo,konsulent,fullstack,675000.00,No
Male,Master's Degree,2,Oslo,konsulent,fullstack,680000.00,No
Male,Higher than Master's,2,Oslo,"in-house, privat sektor",fullstack,690000.00,Yes
Male,No Education,2,Oslo,konsulent,fullstack,690000.00,No
Male,Below Bachelor's,2,Oslo,"in-house, offentlig/kommunal sektor",fullstack,694000.00,No
Male,Below Bachelor's,2,Oslo,konsulent,fullstack,695000.00,No
Male,No Education,2,Oslo,"in-house, privat sektor",fullstack,700000.00,Yes
Male,Below Bachelor's,2,Oslo,"in-house, privat sektor",fullstack,700000.00,Yes
Male,Below Bachelor's,2,Oslo,"in-house, privat sektor",fullstack,700000.00,No
Male,Higher than Master's,2,Oslo,"in-house, privat sektor",fullstack,700000.00,No
Male,Master's Degree,2,Oslo,konsulent,fullstack,710000.00,No
Male,Master's Degree,2,Oslo,konsulent,fullstack,720000.00,No
